mayavision2012****OpPinkPower,0.008849557522123894,0.4044554115520952,1953
mayavision2012****linhar,0.0,0.0,63
mayavision2012****Trutherton,0.0,0.0,252
mayavision2012****aNOLAmous,0.0,0.0,189
mayavision2012****BMKR92,0.030303030303030304,2.455756746720288,3129
mayavision2012****wl_central,0.0,0.0,0
mayavision2012****PFailBlog,0.0,0.0,273
mayavision2012****PierreZeitgeist,0.010638297872340425,0.5164852766693572,1554
mayavision2012****QueerjohnPA,0.023255813953488372,1.5938906762509393,2331
OpPinkPower****mayavision2012,0.008849557522123894,0.4044554115520952,1953
OpPinkPower****linhar,0.0,0.0,279
OpPinkPower****Trutherton,0.029411764705882353,1.2300751521895599,1116
OpPinkPower****aNOLAmous,0.0,0.0,837
OpPinkPower****BMKR92,0.025423728813559324,2.554169377436046,13857
OpPinkPower****wl_central,0.0,0.0,0
OpPinkPower****PFailBlog,0.009523809523809525,0.5164852766693572,1209
OpPinkPower****PierreZeitgeist,0.018292682926829267,1.2650196074943822,6882
OpPinkPower****QueerjohnPA,0.030303030303030304,2.9359008268729,10323
linhar****mayavision2012,0.0,0.0,63
linhar****OpPinkPower,0.0,0.0,279
linhar****Trutherton,0.0,0.0,36
linhar****aNOLAmous,0.0,0.0,27
linhar****BMKR92,0.0,0.0,447
linhar****wl_central,0.0,0.0,0
linhar****PFailBlog,0.0,0.0,39
linhar****PierreZeitgeist,0.013157894736842105,0.560920122912225,222
linhar****QueerjohnPA,0.0,0.0,333
Trutherton****mayavision2012,0.0,0.0,252
Trutherton****OpPinkPower,0.029411764705882353,1.2300751521895599,1116
Trutherton****linhar,0.0,0.0,36
Trutherton****aNOLAmous,0.0,0.0,108
Trutherton****BMKR92,0.025477707006369428,1.6602100358379284,1788
Trutherton****wl_central,0.0,0.0,0
Trutherton****PFailBlog,0.0,0.0,156
Trutherton****PierreZeitgeist,0.04878048780487805,1.6602100358379286,888
Trutherton****QueerjohnPA,0.01652892561983471,0.902450869382585,1332
aNOLAmous****mayavision2012,0.0,0.0,189
aNOLAmous****OpPinkPower,0.0,0.0,837
aNOLAmous****linhar,0.0,0.0,27
aNOLAmous****Trutherton,0.0,0.0,108
aNOLAmous****BMKR92,0.0,0.0,1341
aNOLAmous****wl_central,0.0,0.0,0
aNOLAmous****PFailBlog,0.0,0.0,117
aNOLAmous****PierreZeitgeist,0.0,0.0,666
aNOLAmous****QueerjohnPA,0.0,0.0,999
BMKR92****mayavision2012,0.030303030303030304,2.455756746720288,3129
BMKR92****OpPinkPower,0.025423728813559324,2.554169377436046,13857
BMKR92****linhar,0.0,0.0,447
BMKR92****Trutherton,0.025477707006369428,1.6602100358379284,1788
BMKR92****aNOLAmous,0.0,0.0,1341
BMKR92****wl_central,0.0,0.0,0
BMKR92****PFailBlog,0.0125,1.4313065945038639,1937
BMKR92****PierreZeitgeist,0.06698564593301436,6.272089161447543,11026
BMKR92****QueerjohnPA,0.09243697478991597,10.112487899541073,16539
wl_central****mayavision2012,0.0,0.0,0
wl_central****OpPinkPower,0.0,0.0,0
wl_central****linhar,0.0,0.0,0
wl_central****Trutherton,0.0,0.0,0
wl_central****aNOLAmous,0.0,0.0,0
wl_central****BMKR92,0.0,0.0,0
wl_central****PFailBlog,0.0,0.0,0
wl_central****PierreZeitgeist,0.0,0.0,0
wl_central****QueerjohnPA,0.0,0.0,0
PFailBlog****mayavision2012,0.0,0.0,273
PFailBlog****OpPinkPower,0.009523809523809525,0.5164852766693572,1209
PFailBlog****linhar,0.0,0.0,39
PFailBlog****Trutherton,0.0,0.0,156
PFailBlog****aNOLAmous,0.0,0.0,117
PFailBlog****BMKR92,0.0125,1.4313065945038639,1937
PFailBlog****wl_central,0.0,0.0,0
PFailBlog****PierreZeitgeist,0.0,0.0,962
PFailBlog****QueerjohnPA,0.01639344262295082,1.4313065945038639,1443
PierreZeitgeist****mayavision2012,0.010638297872340425,0.5164852766693572,1554
PierreZeitgeist****OpPinkPower,0.018292682926829267,1.2650196074943822,6882
PierreZeitgeist****linhar,0.013157894736842105,0.560920122912225,222
PierreZeitgeist****Trutherton,0.04878048780487805,1.6602100358379286,888
PierreZeitgeist****aNOLAmous,0.0,0.0,666
PierreZeitgeist****BMKR92,0.06698564593301436,6.272089161447543,11026
PierreZeitgeist****wl_central,0.0,0.0,0
PierreZeitgeist****PFailBlog,0.0,0.0,962
PierreZeitgeist****QueerjohnPA,0.05113636363636364,3.9291068619307747,8214
QueerjohnPA****mayavision2012,0.023255813953488372,1.5938906762509393,2331
QueerjohnPA****OpPinkPower,0.030303030303030304,2.9359008268729,10323
QueerjohnPA****linhar,0.0,0.0,333
QueerjohnPA****Trutherton,0.01652892561983471,0.902450869382585,1332
QueerjohnPA****aNOLAmous,0.0,0.0,999
QueerjohnPA****BMKR92,0.09243697478991597,10.112487899541073,16539
QueerjohnPA****wl_central,0.0,0.0,0
QueerjohnPA****PFailBlog,0.01639344262295082,1.4313065945038639,1443
QueerjohnPA****PierreZeitgeist,0.05113636363636364,3.9291068619307743,8214
